Device Name(Line)Sort Descending,Description,Device Type,Device Protocol,Status,Last Registered,Last Active,Unified CM,IPv4 Address
SEP64E950CA2B24,SEP64E950CA2B24,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:51:26 AM",cucmsub1.hwle.com.au,10.45.20.197
SEP64E950CA2B26,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 6:41:43 AM",cucmsub1.hwle.com.au,10.20.20.158
SEP64E950CA2B56,SEP64E950CA2B56,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:33:50 AM",cucmsub1.hwle.com.au,10.61.20.56
SEP64E950CA2B60,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:08:19 PM",cucmsub1.hwle.com.au,10.22.20.158
SEP64E950CA2B84,SEP64E950CA2B84,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:32:17 AM",cucmpub.hwle.com.au,10.36.20.127
SEP64E950CA2BE6,SEP64E950CA2BE6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:09:34 AM",cucmpub.hwle.com.au,10.80.20.77
SEP64E950CA2BE8,SEP64E950CA2BE8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:46:19 AM",cucmsub1.hwle.com.au,10.44.20.186
SEP64E950CA2BF6,SEP64E950CA2BF6,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 7:52:19 PM",cucmpub.hwle.com.au,10.35.20.179
SEP64E950CA2C6E,SEP64E950CA2C6E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:58:35 AM",cucmsub1.hwle.com.au,10.51.20.173
SEP64E950CA2CCA,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,,cucmsub1.hwle.com.au,10.22.20.159
SEP64E950CA2CE8,SEP64E950CA2CE8,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 10:52:51 PM",cucmsub1.hwle.com.au,10.20.20.44
SEP64E950CA2CF4,SEP64E950CA2CF4,Cisco 8945,SCCP,Registered,Now,"Mar 14, 2022 6:06:39 AM",cucmsub1.hwle.com.au,10.23.20.74
SEP64E950CA2D4E,SEP64E950CA2D4E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 10:18:37 PM",cucmpub.hwle.com.au,10.34.20.201
SEP64E950CA2D68,SEP64E950CA2D68,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 6:40:25 AM",cucmsub1.hwle.com.au,10.45.20.205
SEP64E950CA2D6C,SEP64E950CA2B24,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:03:17 AM",cucmsub1.hwle.com.au,10.46.20.175
SEP64E950CA2D9A,SEP64E950CA2D9A,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 3:28:26 AM",cucmsub1.hwle.com.au,10.20.20.85
SEP64E950CA2DDE,SEP64E950CA2DDE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:42:52 AM",cucmpub.hwle.com.au,10.35.20.214
SEP64E950CA2DF0,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 4:24:39 AM",cucmsub1.hwle.com.au,10.26.20.141
SEP64E950CA2DFC,SEP1CE6C79B3521,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 7:01:48 AM",cucmpub.hwle.com.au,10.34.20.239
SEP64E950CA2E5A,SEP64E950CA2E5A,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 8:12:17 AM",cucmsub1.hwle.com.au,10.22.20.62
SEP64E950CA2E88,SEP64E950CA2E88,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:03:23 AM",cucmsub1.hwle.com.au,10.61.20.50
SEP64E950CA2E90,SEP64E950CA2E90,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:00:48 AM",cucmpub.hwle.com.au,10.35.20.140
SEP64E950CA2EE8,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 2:58:44 AM",cucmsub1.hwle.com.au,10.22.20.160
SEP64E950CA2F5C,SEP64E950CA2F5C,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:56:55 AM",cucmsub1.hwle.com.au,10.61.20.212
SEP64E950CA2F70,SEP64E950CA2F70,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 11:27:11 AM",cucmpub.hwle.com.au,10.81.20.166
SEP64E950CA2F72,SEP64E950CA2F72,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:11:59 AM",cucmsub1.hwle.com.au,10.26.20.184
SEP64E950CA2F84,SEP203A0782F793,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 9:57:52 PM",cucmsub1.hwle.com.au,10.20.20.177
SEP64E950CA2F9A,SEP64E950CA2F9A,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA2FA0,SEP64E950CA2FA0,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:18:22 AM",cucmsub1.hwle.com.au,10.26.20.156
SEP64E950CA2FA2,SEP64E950CA2FA2,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 4:31:13 AM",cucmsub1.hwle.com.au,10.44.20.180
SEP64E950CA2FA8,SEP64E950CA2FA8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:04:52 AM",cucmsub1.hwle.com.au,10.44.20.179
SEP64E950CA2FAA,SEP64E950CA2FAA,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA2FBC,SEP64E950CA25E4,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 12:53:03 AM",cucmpub.hwle.com.au,10.33.20.33
SEP64E950CA2FC0,Meeting Room 2,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 6:33:53 AM",cucmpub.hwle.com.au,10.33.20.31
SEP64E950CA2FC2,SEP64E950CA2FC2,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:42:45 AM",cucmsub1.hwle.com.au,10.27.20.45
SEP64E950CA2FCE,SEP64E950CA2FCE,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:04:06 AM",cucmpub.hwle.com.au,10.35.20.164
SEP64E950CA2FD6,SEP64E950CA2FD6,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 3:10:51 AM",cucmsub1.hwle.com.au,10.61.20.55
SEP64E950CA2FDA,SEP64E950CA2FDA,Cisco 8945,SCCP,Registered,Now,"Feb 15, 2022 4:47:25 AM",cucmpub.hwle.com.au,10.34.20.162
SEP64E950CA2FF4,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:08:00 AM",cucmsub1.hwle.com.au,10.24.20.160
SEP64E950CA2FFE,SEP64E950CA2FFE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:43:19 AM",cucmsub1.hwle.com.au,10.27.20.167
SEP64E950CA301A,SEP64E950CA301A,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.35.20.183
SEP64E950CA3036,SEP64E950CA3036,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA3040,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 15, 2022 4:08:31 AM",cucmsub1.hwle.com.au,10.27.20.155
SEP64E950CA305A,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:20:57 AM",cucmsub1.hwle.com.au,10.23.20.151
SEP64E950CA3080,SEP64E950CA3080,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:02:27 AM",cucmsub1.hwle.com.au,10.21.20.144
SEP64E950CA30FC,SEP64E950CA30FC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 12:25:55 AM",cucmpub.hwle.com.au,10.80.20.65
SEP64E950CA3112,SEP64E950CA3112,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:01:16 AM",cucmsub1.hwle.com.au,10.26.20.186
SEP64E950CA311E,SEP64E950CA311E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 2:00:13 AM",cucmsub1.hwle.com.au,10.27.20.154
SEP64E950CA313C,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 12:31:11 AM",cucmsub1.hwle.com.au,10.27.20.160
SEP64E950CA314C,SEP64E950CA314C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:33:50 AM",cucmpub.hwle.com.au,10.81.20.163
SEP64E950CA3158,SEP64E950CA3158,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 9:55:43 PM",cucmpub.hwle.com.au,10.35.20.186
SEP64E950CA317C,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 1:09:32 AM",cucmsub1.hwle.com.au,10.27.20.158
SEP64E950CA319E,SEP64E950CA319E,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:47:58 AM",cucmpub.hwle.com.au,10.36.20.147
SEP64E950CA31AA,SEP64E950CA31AA,Cisco 8945,SCCP,Registered,Now,"Mar 29, 2022 10:00:39 PM",cucmpub.hwle.com.au,10.34.20.145
SEP64E950CA31AC,SEPDCA5F43E8397,Cisco 8945,SCCP,None,"Oct 27, 2021 12:26:21 AM","Oct 25, 2021 4:45:57 AM",cucmsub1,None
SEP64E950CA31CC,SEP64E950CA31CC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:16:43 AM",cucmsub1.hwle.com.au,10.22.20.32
SEP64E950CA31E4,SEP64E950CA31E4,Cisco 8945,SCCP,Registered,Now,"Mar 9, 2022 10:44:39 PM",cucmsub1.hwle.com.au,10.61.20.172
SEP64E950CA31F8,SEP64E950CA31F8,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 9:31:52 AM",cucmsub1.hwle.com.au,10.24.20.154
SEP64E950CA31FC,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 9:40:51 AM",cucmsub1.hwle.com.au,10.24.20.153
SEP64E950CA320A,SEP64E950CA320A,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:36:52 AM",cucmpub.hwle.com.au,10.80.20.181
SEP64E950CA3232,SEP64E950CA3232,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:09:56 AM",cucmsub1.hwle.com.au,10.61.20.154
SEP64E950CA3234,SEP64E950CA3234,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 12:38:09 AM",cucmsub1.hwle.com.au,10.44.20.79
SEP64E950CA323E,SEP64E950CA323E,Cisco 8945,SCCP,Registered,Now,"Feb 24, 2022 5:58:34 AM",cucmsub1.hwle.com.au,10.29.20.102
SEP64E950CA3240,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 2:33:26 AM",cucmsub1.hwle.com.au,10.21.20.182
SEP64E950CA3244,SEP64E950CA3244,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:27:18 AM",cucmsub1.hwle.com.au,10.90.20.37
SEP64E950CA3264,SEP64E950CA3264,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:17:10 AM",cucmsub1.hwle.com.au,10.61.20.218
SEP64E950CA3266,SEP64E950CA3266,Cisco 8945,SCCP,Registered,Now,"Mar 7, 2022 10:00:56 AM",cucmpub.hwle.com.au,10.36.20.186
SEP64E950CA3274,SEP64E950CA3274,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:04:51 AM",cucmsub1.hwle.com.au,10.20.20.183
SEP64E950CA3275,SEPDCA5F43E8397,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA32A2,SEP64E950CA32A2,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 4:17:16 AM",cucmsub1.hwle.com.au,10.46.20.174
SEP64E950CA32A6,SEP64E950CA32A6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:32:43 AM",cucmsub1.hwle.com.au,10.50.20.47
SEP64E950CA32B0,SEP64E950CA32B0,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 2:57:34 AM",cucmpub.hwle.com.au,10.80.20.157
SEP64E950CA32D0,SEP64E950CA32D0,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:08:11 AM",cucmsub1.hwle.com.au,10.44.20.159
SEP64E950CA32D2,SEP64E950CA32D2,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 12:27:00 AM",cucmpub.hwle.com.au,10.80.20.166
SEP64E950CA32D6,SEP1CE6C79A3747,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 2:02:52 AM",cucmsub1.hwle.com.au,10.90.20.45
SEP64E950CA32EE,SEP64E950CA32EE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:00:59 AM",cucmsub1.hwle.com.au,10.45.20.198
SEP64E950CA3304,SEP64E950CA3304,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:59:40 AM",cucmsub1.hwle.com.au,10.26.20.190
SEP64E950CA3330,SEP64E950CA3330,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:21:13 AM",cucmpub.hwle.com.au,10.80.20.169
SEP64E950CA3332,SEP64E950CA3332,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 11:28:10 PM",cucmsub1.hwle.com.au,10.61.20.75
SEP64E950CA3336,SEP84B2611F2A20,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:32:05 AM",cucmpub.hwle.com.au,10.35.20.218
SEP64E950CA33A0,SEP64E950CA33A0,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 3:41:12 AM",cucmsub1.hwle.com.au,10.20.20.88
SEP64E950CA33AA,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Feb 16, 2022 10:02:36 PM",cucmsub1.hwle.com.au,10.20.20.185
SEP64E950CA33AC,SEP64E950CA33AC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:52:02 AM",cucmsub1.hwle.com.au,10.27.20.84
SEP64E950CA33BE,SEP64E950CA33BE,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:49:48 AM",cucmpub.hwle.com.au,10.80.20.190
SEP64E950CA33C8,SEP64E950CA33C8,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:48:09 PM",cucmsub1.hwle.com.au,10.21.20.42
SEP64E950CA33D2,SEPCCEF488D8684,Cisco 8945,SCCP,None,"Mar 24, 2022 3:39:22 PM","Feb 24, 2022 5:59:51 AM",cucmsub1,None
SEP64E950CA33D8,SEP64E950CA33D8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:39:42 AM",cucmsub1.hwle.com.au,10.20.20.150
SEP64E950CA33F6,SEP64E950CA33F6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:24:09 AM",cucmsub1.hwle.com.au,10.21.20.179
SEP64E950CA341C,SEP64E950CA341C,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:57:23 AM",cucmsub1.hwle.com.au,10.21.20.156
SEP64E950CA341E,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 28, 2022 10:15:51 PM",cucmsub1.hwle.com.au,10.21.20.181
SEP64E950CA34CA,SEP64E950CA34CA,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:54:25 AM",cucmsub1.hwle.com.au,10.27.20.148
SEP64E950CA36DA,SEP64E950CA36DA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:05:04 AM",cucmpub.hwle.com.au,10.80.20.60
SEP64E950CA36E4,SEP64E950CA36E4,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:46:26 AM",cucmsub1.hwle.com.au,10.27.20.153
SEP64E950CA3E90,SEP64E950CA3E90,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA401C,SEP64E950CA401C,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA4342,SEP64E950CA4342,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 6:49:07 AM",cucmsub1.hwle.com.au,10.21.20.165
SEP64E950CA4F01,SEP64E950CA4F01,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.36.20.150
SEP64E950CA4F07,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:20:56 PM",cucmsub1.hwle.com.au,10.20.20.148
SEP64E950CA4F18,SEP64E950CA4F18,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 8:03:14 AM",cucmpub.hwle.com.au,10.34.20.161
SEP64E950CA4FDA,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:52:41 AM",cucmsub1.hwle.com.au,10.20.20.193
SEP64E950CA4FEC,SEP64E950CA4FEC,Cisco 8945,SCCP,Registered,Now,"Mar 21, 2022 5:14:35 AM",cucmsub1.hwle.com.au,10.29.20.92
SEP64E950CA4FF6,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:51:50 PM",cucmsub1.hwle.com.au,10.22.20.164
SEP64E950CA5002,SEP64E950CA5002,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA500E,SEP64E950CA500E,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 2:16:15 AM",cucmpub.hwle.com.au,10.80.20.179
SEP64E950CA5026,SEP64E950CA5026,Cisco 8945,SCCP,Registered,Now,"Nov 5, 2021 3:38:03 AM",cucmsub1.hwle.com.au,10.29.20.76
SEP64E950CA5038,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:37:06 AM",cucmsub1.hwle.com.au,10.27.20.166
SEP64E950CA5042,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Feb 23, 2022 1:56:34 AM",cucmsub1.hwle.com.au,10.26.20.163
SEP64E950CA5050,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:27:32 AM",cucmsub1.hwle.com.au,10.22.20.156
SEP64E950CA5066,SEP64E950CA5066,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:02:39 AM",cucmpub.hwle.com.au,10.81.20.205
SEP64E950CA506C,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:05:34 AM",cucmsub1.hwle.com.au,10.23.20.159
SEP64E950CA5072,SEP64E950CA5072,Cisco 8945,SCCP,Registered,Now,"Jan 12, 2022 11:12:36 PM",cucmsub1.hwle.com.au,10.51.20.161
SEP64E950CA5082,SEP64E950CA5082,Cisco 8945,SCCP,Registered,Now,"Feb 23, 2022 12:30:39 AM",cucmsub1.hwle.com.au,10.79.20.162
SEP64E950CA5088,SEP64E950CA5088,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:17:22 AM",cucmpub.hwle.com.au,10.35.20.181
SEP64E950CA5094,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 10:01:04 PM",cucmsub1.hwle.com.au,10.20.20.189
SEP64E950CA5098,SEP64E950CA5098,Cisco 8945,SCCP,Registered,Now,"Jan 11, 2022 5:28:46 AM",cucmsub1.hwle.com.au,10.51.20.192
SEP64E950CA50A4,SEP64E950CA50A4,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 1:29:32 AM",cucmpub.hwle.com.au,10.80.20.70
SEP64E950CA50B2,SEP64E950CA50B2,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 10:01:52 PM",cucmsub1.hwle.com.au,10.29.20.59
SEP64E950CA50B4,SEP64E950CA50B4,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA50BC,SEP64E950CA50BC,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 11:45:26 PM",cucmsub1.hwle.com.au,10.22.20.57
SEP64E950CA50BE,SEP64E950CA50BE,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 8:59:34 AM",cucmpub.hwle.com.au,10.36.20.84
SEP64E950CA50C0,SEP64E950CA50C0,Cisco 8945,SCCP,Registered,Now,"Mar 20, 2022 10:36:32 PM",cucmsub1.hwle.com.au,10.22.20.146
SEP64E950CA50C2,SEP64E950CA50C2,Cisco 8945,SCCP,Registered,Now,"Dec 2, 2021 5:44:41 AM",cucmsub1.hwle.com.au,10.27.20.92
SEP64E950CA50C4,SEP64E950CA50C4,Cisco 8945,SCCP,None,"Dec 13, 2021 11:54:28 PM","Dec 13, 2021 11:50:43 PM",cucmsub1,None
SEP64E950CA50D2,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 1:56:44 AM",cucmsub1.hwle.com.au,10.20.20.163
SEP64E950CA50D4,SEP64E950CA50D4,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:09:56 AM",cucmsub1.hwle.com.au,10.27.20.86
SEP64E950CA50D8,SEP64E950CA50D8,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA50E2,SEP1CE6C79A31C9,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 3:39:51 AM",cucmpub.hwle.com.au,10.35.20.145
SEP64E950CA50F0,SEP64E950CA50F0,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 2:46:53 AM",cucmsub1.hwle.com.au,10.22.20.86
SEP64E950CA50FE,SEP64E950CA50FE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:36:58 AM",cucmpub.hwle.com.au,10.36.20.143
SEP64E950CA5106,SEP64E950CA5106,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.35.20.180
SEP64E950CA510A,SEP64E950CA510A,Cisco 8945,SCCP,Registered,Now,"Apr 11, 2022 12:10:09 AM",cucmsub1.hwle.com.au,10.23.20.43
SEP64E950CA5110,SEP64E950CA5110,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:47:52 AM",cucmsub1.hwle.com.au,10.61.20.160
SEP64E950CA5116,SEP64E950CA5116,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:45:28 AM",cucmpub.hwle.com.au,10.36.20.201
SEP64E950CA512E,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:25:30 AM",cucmsub1.hwle.com.au,10.23.20.164
SEP64E950CA5136,SEP64E950CA5136,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:52:36 AM",cucmsub1.hwle.com.au,10.23.20.52
SEP64E950CA5148,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 1:53:43 AM",cucmsub1.hwle.com.au,10.20.20.191
SEP64E950CA514E,SEP64E950CA514E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:02:28 AM",cucmpub.hwle.com.au,10.36.20.185
SEP64E950CA55E2,SEP64E950CA55E2,Cisco 8945,SCCP,None,"Jun 28, 2021 2:47:19 PM",,MELCM2,None
SEP64E950CA6BEE,SEP64E950CA6BEE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:09:18 AM",cucmsub1.hwle.com.au,10.44.20.185
SEP64E950CA719C,SEP64E950CA719C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:00:08 AM",cucmpub.hwle.com.au,10.89.20.18
SEP64E950CA7200,SEP64E950CA7200,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:07:27 AM",cucmsub1.hwle.com.au,10.45.20.157
SEP64E950CA7216,SEP64E950CA7216,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 1:09:52 AM",cucmpub.hwle.com.au,10.36.20.148
SEP64E950CA73EA,SEP64E950CA73EA,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:10:03 AM",cucmpub.hwle.com.au,10.80.20.90
SEP64E950CA7646,SEP64E950CA7646,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 5:52:11 AM",cucmpub.hwle.com.au,10.35.20.177
SEP64E950CA78D2,SEP64E950CA78D2,Cisco 8945,SCCP,Registered,Now,"Mar 22, 2022 6:06:57 AM",cucmpub.hwle.com.au,10.34.20.191
SEP64E950CA78DE,SEP64E950CA78DE,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:32:13 AM",cucmsub1.hwle.com.au,10.44.20.147
SEP64E950CA78E6,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 10:07:49 AM",cucmsub1.hwle.com.au,10.21.20.184
SEP64E950CA7914,SEP64E950CA7914,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:16:17 AM",cucmpub.hwle.com.au,10.81.20.184
SEP64E950CA7E7C,SEPCCEF488D8684,Cisco 8945,SCCP,None,"Mar 24, 2022 3:54:00 PM","Mar 3, 2022 11:04:34 PM",cucmsub1,None
SEP64E950CA8862,SEP64E950CA8862,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:23:11 AM",cucmsub1.hwle.com.au,10.61.20.53
SEP64E950CA887A,SEPCCEF488D8684,Cisco 8945,SCCP,None,"Mar 24, 2022 3:28:26 PM","Mar 1, 2022 9:44:25 PM",cucmsub1,None
SEP64E950CA88D8,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:36:42 AM",cucmsub1.hwle.com.au,10.20.20.198
SEP64E950CA8962,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 5:43:03 AM",cucmsub1.hwle.com.au,10.23.20.182
SEP64E950CA8A6C,SEP64E950CA8A6C,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 9:29:47 PM",cucmsub1.hwle.com.au,10.29.20.98
SEP64E950CA8A96,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Mar 3, 2022 4:23:56 AM",cucmsub1.hwle.com.au,10.26.20.162
SEP64E950CA8B0A,SEP64E950CA8B0A,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.34.20.146
SEP64E950CA8C06,SEP64E950CA8C06,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:41:10 AM",cucmpub.hwle.com.au,10.35.20.124
SEP64E950CA8C24,SEP64E950CA8C24,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:36:39 AM",cucmsub1.hwle.com.au,10.21.20.150
SEP64E950CA8C62,SEP64E950CA8C62,Cisco 8945,SCCP,Registered,Now,"Mar 29, 2022 4:29:15 AM",cucmsub1.hwle.com.au,10.22.20.153
SEP64E950CA8C68,SEP64E950CA8C68,Cisco 8945,SCCP,Registered,Now,"Apr 3, 2022 11:58:01 PM",cucmsub1.hwle.com.au,10.20.20.47
SEP64E950CA8C92,SEP64E950CA8C92,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:16:43 AM",cucmsub1.hwle.com.au,10.27.20.143
SEP64E950CA8CAE,SEP64E950CA8CAE,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:10:09 PM",cucmsub1.hwle.com.au,10.61.20.164
SEP64E950CA8CC6,SEP64E950CA8CC6,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 8:56:16 AM",cucmpub.hwle.com.au,10.81.20.168
SEP64E950CA8CCC,SEP64E950CA8CCC,Cisco 8945,SCCP,Registered,Now,"Mar 11, 2022 9:51:26 AM",cucmsub1.hwle.com.au,10.22.20.55
SEP64E950CA8CDE,SEP64E950CA8CDE,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:49:33 AM",cucmsub1.hwle.com.au,10.79.20.154
